Скорость реки:0.035;;;;;;;;;;;;;;Скорость сточных вод (на оголовок:2.43713
0.138233;0.138233;0.139381;0.141683;0.14513;0.149735;0.155483;0.162395;0.170448;0.17967;0.190028;0.201558;0.214217;0.228046;0.242991;0.259097;0.2763;0.294647;0.31406;0.33459;0.356146;0.378777;0.40238;0.427005;0.452532;0.479013;0.506312;0.53448;0.56337;0.593029;0.623298;0.654223;0.685634;0.717576;0.749869;0.782557;0.815455;0.848605;0.881818;0.915137;0.948371;0.981563;1.01453;1.0473;1.07971;1.11179;1.14337;1.1745;1.20501;1.23496;1.26418;1.29273;1.32047;1.34746;1.37356;1.39885;1.42321;1.4467;1.46923;1.49086;1.51151;1.53125;1.55001;1.56787;1.58476;1.60077;1.61585;1.63006;1.64339;1.6559;1.66756;1.67845;1.68855;1.69793;1.70658;1.71456;1.72187;1.72856;1.73463;1.74014;1.74508;1.7495;1.75341;1.75683;1.75978;1.76228;1.76434;1.76597;1.76719;1.76799;1.7684;1.7684;1.76799;1.76719;1.76597;1.76434;1.76228;1.75978;1.75683;1.75341;1.7495;1.74508;1.74014;1.73463;1.72856;1.72187;1.71456;1.70658;1.69793;1.68855;1.67845;1.66756;1.6559;1.64339;1.63006;1.61584;1.60077;1.58476;1.56786;1.55001;1.53124;1.5115;1.49085;1.46922;1.44669;1.4232;1.39884;1.37355;1.34744;1.32045;1.2927;1.26414;1.23492;1.20496;1.17444;1.1433;1.1117;1.0796;1.04718;1.01438;0.981384;0.948157;0.914882;0.881515;0.848246;0.815031;0.782057;0.74928;0.716884;0.684823;0.653275;0.622191;0.59174;0.561872;0.532744;0.504302;0.476692;0.449859;0.423932;0.398854;0.374742;0.351536;0.329337;0.308085;0.287866;0.26862;0.25042;0.233205;0.217037;0.201855;0.18771;0.174546;0.1624;0.151223;0.141043;0.131815;0.12356;0.11624;0.109871;0.104421;0.0999012;0.0962879;0.0935881;0.0917877;0.0908899;
0.138492;0.138492;0.139645;0.141946;0.145406;0.150011;0.155781;0.162693;0.170776;0.179998;0.190395;0.201925;0.214631;0.22846;0.243461;0.259567;0.276834;0.295181;0.314666;0.335197;0.356832;0.379464;0.403154;0.427779;0.453401;0.479882;0.507283;0.535451;0.564449;0.594108;0.624489;0.655414;0.686942;0.718884;0.751297;0.783985;0.817005;0.850155;0.883492;0.916811;0.950169;0.983361;1.01645;1.04922;1.08175;1.11383;1.14553;1.17666;1.20729;1.23723;1.26656;1.29511;1.32295;1.34994;1.37615;1.40143;1.42588;1.44937;1.47198;1.49361;1.51434;1.53408;1.55291;1.57077;1.58773;1.60374;1.61887;1.63309;1.64646;1.65897;1.67068;1.68157;1.69171;1.70109;1.70977;1.71775;1.72508;1.73177;1.73787;1.74337;1.74833;1.75275;1.75667;1.7601;1.76306;1.76556;1.76763;1.76926;1.77048;1.77129;1.77169;1.77169;1.77129;1.77048;1.76926;1.76763;1.76556;1.76306;1.7601;1.75667;1.75275;1.74833;1.74337;1.73787;1.73177;1.72508;1.71775;1.70977;1.70109;1.69171;1.68157;1.67068;1.65897;1.64646;1.63308;1.61887;1.60373;1.58773;1.57077;1.55291;1.53408;1.51433;1.49361;1.47198;1.44937;1.42587;1.40142;1.37613;1.34992;1.32293;1.29508;1.26652;1.23719;1.20724;1.1766;1.14546;1.11374;1.08164;1.0491;1.0163;0.983181;0.949954;0.916555;0.883189;0.849796;0.81658;0.783484;0.750707;0.718191;0.68613;0.654464;0.623381;0.592816;0.562948;0.533711;0.50527;0.477557;0.450723;0.4247;0.399622;0.37542;0.352214;0.329932;0.30868;0.288386;0.26914;0.250872;0.233658;0.217429;0.202248;0.18805;0.174885;0.162694;0.151517;0.141299;0.132071;0.123785;0.116466;0.110073;0.104623;0.100086;0.0964723;0.0937624;0.091962;0.0910608;
0.138782;0.138782;0.139935;0.142246;0.145706;0.15033;0.1561;0.163041;0.171124;0.180384;0.190781;0.202358;0.215065;0.228951;0.243951;0.260124;0.277391;0.295814;0.3153;0.335915;0.35755;0.380276;0.403966;0.428693;0.454315;0.480905;0.508306;0.536591;0.565589;0.59537;0.625752;0.656805;0.688333;0.720406;0.752819;0.785643;0.818663;0.85195;0.885287;0.918743;0.952101;0.98543;1.01852;1.05143;1.08395;1.11617;1.14787;1.17913;1.20975;1.23982;1.26915;1.29782;1.32566;1.35276;1.37897;1.40436;1.42881;1.4524;1.47501;1.49672;1.51745;1.53727;1.55611;1.57404;1.591;1.60707;1.6222;1.63648;1.64985;1.66241;1.67412;1.68506;1.6952;1.70462;1.7133;1.72131;1.72864;1.73536;1.74146;1.74699;1.75195;1.75639;1.76031;1.76374;1.7667;1.76922;1.77128;1.77292;1.77414;1.77495;1.77536;1.77536;1.77495;1.77414;1.77292;1.77128;1.76922;1.7667;1.76374;1.76031;1.75639;1.75195;1.74699;1.74146;1.73536;1.72864;1.72131;1.7133;1.70462;1.6952;1.68506;1.67412;1.66241;1.64985;1.63648;1.6222;1.60707;1.59099;1.57403;1.5561;1.53727;1.51745;1.49672;1.475;1.45239;1.4288;1.40435;1.37895;1.35274;1.32564;1.29779;1.26911;1.23978;1.2097;1.17907;1.1478;1.11608;1.08385;1.0513;1.01836;0.98525;0.951886;0.918487;0.884983;0.85159;0.818237;0.78514;0.752228;0.719712;0.687519;0.655853;0.624641;0.594076;0.564085;0.534848;0.506289;0.478576;0.451631;0.425608;0.400426;0.376224;0.352922;0.33064;0.3093;0.289006;0.26968;0.251413;0.234127;0.217898;0.202653;0.188456;0.175236;0.163046;0.151822;0.141604;0.132337;0.124052;0.116702;0.110309;0.104836;0.100299;0.0966709;0.0939611;0.0921532;0.091252;
0.139095;0.139095;0.140253;0.142564;0.146039;0.150663;0.156459;0.1634;0.171519;0.180779;0.191222;0.2028;0.215563;0.229449;0.244517;0.26069;0.278034;0.296457;0.316029;0.336645;0.358377;0.381102;0.404898;0.429625;0.455362;0.481952;0.509475;0.53776;0.566887;0.596668;0.627186;0.658238;0.689907;0.72198;0.754538;0.787362;0.820529;0.853816;0.887302;0.920758;0.954265;0.987594;1.02083;1.05374;1.08641;1.11863;1.15047;1.18173;1.21249;1.24255;1.27201;1.30068;1.32865;1.35575;1.38207;1.40747;1.43202;1.45561;1.47832;1.50004;1.52086;1.54068;1.5596;1.57753;1.59457;1.61064;1.62584;1.64012;1.65355;1.66611;1.67787;1.68881;1.69899;1.70841;1.71713;1.72515;1.73251;1.73923;1.74535;1.75088;1.75586;1.7603;1.76424;1.76768;1.77065;1.77316;1.77524;1.77688;1.77811;1.77892;1.77932;1.77932;1.77892;1.77811;1.77688;1.77524;1.77316;1.77065;1.76768;1.76424;1.7603;1.75586;1.75088;1.74535;1.73923;1.73251;1.72514;1.71713;1.70841;1.69899;1.68881;1.67787;1.66611;1.65355;1.64011;1.62584;1.61064;1.59456;1.57753;1.5596;1.54068;1.52086;1.50004;1.47832;1.4556;1.43201;1.40745;1.38206;1.35573;1.32863;1.30066;1.27198;1.24251;1.21244;1.18167;1.15039;1.11854;1.08631;1.05361;1.02068;0.987413;0.954049;0.920501;0.886997;0.853455;0.820102;0.786858;0.753946;0.721284;0.689091;0.657284;0.626072;0.595371;0.56538;0.536012;0.507453;0.479617;0.452672;0.426532;0.401351;0.377041;0.353738;0.331357;0.310017;0.289632;0.270307;0.251957;0.234671;0.21837;0.203125;0.188864;0.175645;0.1634;0.152176;0.141912;0.132645;0.124323;0.116973;0.110551;0.105079;0.100521;0.0968929;0.0941708;0.0923629;0.0914577;
0.139426;0.139426;0.140584;0.142906;0.146381;0.151027;0.156822;0.163796;0.171915;0.181219;0.191662;0.203294;0.216057;0.230009;0.245076;0.261326;0.278669;0.297179;0.316752;0.337464;0.359196;0.382028;0.405825;0.430668;0.456404;0.483119;0.510643;0.53906;0.568187;0.598108;0.628626;0.659824;0.691493;0.723717;0.756275;0.789252;0.82242;0.855863;0.889348;0.922962;0.956469;0.989955;1.02319;1.05625;1.08893;1.12129;1.15313;1.18454;1.2153;1.24551;1.27497;1.30377;1.33174;1.35897;1.38529;1.4108;1.43536;1.45906;1.48177;1.50359;1.52441;1.54432;1.56324;1.58126;1.59829;1.61444;1.62964;1.64399;1.65742;1.67004;1.6818;1.69279;1.70297;1.71244;1.72116;1.72921;1.73658;1.74332;1.74945;1.755;1.75998;1.76445;1.76838;1.77184;1.77481;1.77733;1.77941;1.78106;1.78228;1.7831;1.7835;1.7835;1.7831;1.78228;1.78106;1.77941;1.77733;1.77481;1.77184;1.76838;1.76445;1.75998;1.755;1.74945;1.74332;1.73658;1.72921;1.72116;1.71244;1.70297;1.69279;1.6818;1.67004;1.65742;1.64398;1.62964;1.61444;1.59829;1.58126;1.56324;1.54432;1.52441;1.50358;1.48176;1.45905;1.43535;1.41079;1.38527;1.35895;1.33172;1.30374;1.27493;1.24547;1.21525;1.18448;1.15306;1.1212;1.08882;1.05613;1.02304;0.989773;0.956253;0.922705;0.889043;0.855501;0.821992;0.788748;0.755681;0.723019;0.690675;0.658868;0.627509;0.596808;0.566676;0.537308;0.508615;0.480779;0.453707;0.427568;0.402268;0.377958;0.354546;0.332165;0.310724;0.290339;0.270923;0.252573;0.235206;0.218904;0.203588;0.189327;0.176046;0.1638;0.152524;0.14226;0.132949;0.124627;0.117242;0.110821;0.105322;0.100765;0.0971195;0.0943974;0.092581;0.0916758;
0.139766;0.139766;0.140929;0.143251;0.146743;0.151389;0.157213;0.164186;0.172345;0.181649;0.192143;0.203775;0.2166;0.230551;0.245692;0.261941;0.279369;0.297878;0.317546;0.338258;0.360095;0.382927;0.406839;0.431682;0.457543;0.484258;0.511914;0.540332;0.569599;0.599521;0.630186;0.661384;0.693206;0.72543;0.758145;0.791123;0.82445;0.857894;0.891541;0.925155;0.958823;0.992309;1.0257;1.05877;1.0916;1.12397;1.15596;1.18737;1.21828;1.24848;1.27809;1.30689;1.33499;1.36222;1.38867;1.41418;1.43886;1.46256;1.48538;1.5072;1.52812;1.54804;1.56704;1.58506;1.60218;1.61833;1.6336;1.64794;1.66145;1.67406;1.68588;1.69687;1.7071;1.71657;1.72533;1.73338;1.74078;1.74753;1.75369;1.75924;1.76425;1.76871;1.77267;1.77612;1.77911;1.78163;1.78372;1.78537;1.7866;1.78741;1.78782;1.78782;1.78741;1.7866;1.78537;1.78372;1.78163;1.77911;1.77612;1.77266;1.76871;1.76425;1.75924;1.75369;1.74753;1.74078;1.73338;1.72533;1.71657;1.7071;1.69687;1.68588;1.67406;1.66145;1.64794;1.6336;1.61832;1.60218;1.58506;1.56704;1.54803;1.52812;1.50719;1.48537;1.46255;1.43885;1.41417;1.38866;1.3622;1.33497;1.30686;1.27805;1.24844;1.21823;1.18731;1.15589;1.12388;1.09149;1.05864;1.02555;0.992127;0.958607;0.924897;0.891235;0.857531;0.824022;0.790617;0.75755;0.724731;0.692386;0.660425;0.629067;0.598218;0.568085;0.538575;0.509882;0.481911;0.45484;0.428574;0.403274;0.378846;0.355434;0.332945;0.311504;0.291021;0.271604;0.253166;0.235798;0.219418;0.204102;0.189771;0.17649;0.164185;0.152908;0.142595;0.133285;0.124922;0.117537;0.111084;0.105586;0.101006;0.0973609;0.0946257;0.0928093;0.0918997;
0.140111;0.140111;0.141274;0.143607;0.147099;0.151768;0.157592;0.164599;0.172758;0.182107;0.192601;0.20429;0.217115;0.231134;0.246275;0.262603;0.280031;0.298631;0.318299;0.339112;0.360949;0.383893;0.407804;0.432768;0.458629;0.485474;0.513131;0.541687;0.570954;0.601022;0.631687;0.663037;0.694859;0.72724;0.759955;0.793093;0.826421;0.860027;0.893674;0.927452;0.96112;0.994769;1.02816;1.06139;1.09422;1.12674;1.15874;1.1903;1.22121;1.25156;1.28116;1.31011;1.33821;1.36557;1.39202;1.41766;1.44234;1.46615;1.48897;1.5109;1.53182;1.55183;1.57084;1.58894;1.60606;1.62229;1.63756;1.65198;1.66548;1.67816;1.68998;1.70102;1.71125;1.72076;1.72953;1.73762;1.74502;1.7518;1.75795;1.76353;1.76854;1.77302;1.77698;1.78045;1.78344;1.78598;1.78806;1.78972;1.79095;1.79177;1.79218;1.79218;1.79177;1.79095;1.78972;1.78806;1.78598;1.78344;1.78045;1.77698;1.77302;1.76854;1.76353;1.75795;1.7518;1.74502;1.73762;1.72953;1.72076;1.71125;1.70102;1.68998;1.67816;1.66548;1.65198;1.63756;1.62229;1.60606;1.58894;1.57084;1.55183;1.53181;1.51089;1.48896;1.46614;1.44233;1.41765;1.39201;1.36555;1.33819;1.31008;1.28113;1.25152;1.22116;1.19024;1.15867;1.12666;1.09411;1.06126;1.02801;0.994587;0.960903;0.927193;0.893367;0.859663;0.825991;0.792586;0.759358;0.726539;0.694037;0.662076;0.630564;0.599715;0.569436;0.539926;0.511093;0.483122;0.455919;0.429653;0.40423;0.379802;0.356276;0.333786;0.312241;0.291758;0.272246;0.253808;0.236356;0.219975;0.204584;0.190254;0.176908;0.164603;0.153271;0.142957;0.133602;0.125239;0.117818;0.111365;0.10584;0.10126;0.0975971;0.0948619;0.0930366;0.092127;
0.140451;0.140451;0.14162;0.143953;0.147462;0.152131;0.157982;0.16499;0.173188;0.182537;0.193081;0.20477;0.217657;0.231676;0.24689;0.263219;0.28073;0.29933;0.319093;0.339906;0.361848;0.384792;0.408818;0.433782;0.459768;0.486613;0.514403;0.542959;0.572367;0.602434;0.633247;0.664597;0.696572;0.728953;0.761826;0.794963;0.828452;0.862058;0.895867;0.929644;0.963475;0.997124;1.03068;1.0639;1.09689;1.12942;1.16157;1.19312;1.22418;1.25454;1.28428;1.31323;1.34147;1.36883;1.3954;1.42104;1.44584;1.46965;1.49258;1.51451;1.53553;1.55554;1.57464;1.59275;1.60995;1.62617;1.64152;1.65594;1.6695;1.68218;1.69406;1.7051;1.71538;1.72489;1.7337;1.74179;1.74923;1.75601;1.76219;1.76777;1.77281;1.77729;1.78126;1.78474;1.78774;1.79027;1.79237;1.79403;1.79526;1.79608;1.79649;1.79649;1.79608;1.79526;1.79403;1.79237;1.79027;1.78774;1.78474;1.78126;1.77729;1.77281;1.76777;1.76219;1.75601;1.74923;1.74179;1.7337;1.72489;1.71538;1.7051;1.69406;1.68218;1.6695;1.65593;1.64152;1.62617;1.60994;1.59274;1.57464;1.55554;1.53552;1.5145;1.49257;1.46964;1.44583;1.42103;1.39539;1.36881;1.34144;1.3132;1.28425;1.2545;1.22413;1.19306;1.16149;1.12933;1.09679;1.06378;1.03052;0.996941;0.963257;0.929385;0.895559;0.861693;0.828021;0.794455;0.761227;0.72825;0.695748;0.663634;0.632122;0.601124;0.570845;0.541194;0.512361;0.484255;0.457052;0.430659;0.405236;0.380691;0.357164;0.334566;0.313021;0.292439;0.272928;0.2544;0.236948;0.220489;0.205098;0.190698;0.177352;0.164988;0.153656;0.143293;0.133937;0.125534;0.118113;0.111629;0.106103;0.101502;0.0978386;0.0950901;0.0932648;0.0923508;
0.140781;0.140781;0.141951;0.144295;0.147804;0.152494;0.158346;0.165386;0.173584;0.182977;0.193521;0.205265;0.218151;0.232236;0.24745;0.263854;0.281366;0.300053;0.319815;0.340725;0.362667;0.385718;0.409744;0.434825;0.46081;0.48778;0.51557;0.544259;0.573667;0.603875;0.634687;0.666183;0.698158;0.730689;0.763562;0.796854;0.830342;0.864105;0.897914;0.931848;0.965679;0.999484;1.03304;1.06642;1.09941;1.13208;1.16423;1.19594;1.227;1.25749;1.28724;1.31632;1.34456;1.37204;1.39862;1.42438;1.44917;1.4731;1.49603;1.51806;1.53908;1.55918;1.57828;1.59647;1.61367;1.62998;1.64532;1.65981;1.67337;1.68611;1.69799;1.70908;1.71936;1.72892;1.73772;1.74585;1.75329;1.7601;1.76629;1.77189;1.77693;1.78143;1.78541;1.78889;1.7919;1.79444;1.79654;1.7982;1.79944;1.80026;1.80067;1.80067;1.80026;1.79944;1.7982;1.79654;1.79444;1.7919;1.78889;1.78541;1.78143;1.77693;1.77189;1.76629;1.7601;1.75329;1.74585;1.73772;1.72892;1.71936;1.70908;1.69799;1.68611;1.67337;1.6598;1.64532;1.62998;1.61367;1.59647;1.57828;1.55918;1.53907;1.51805;1.49602;1.47309;1.44916;1.42436;1.3986;1.37202;1.34453;1.31629;1.2872;1.25745;1.22695;1.19588;1.16416;1.13199;1.0993;1.06629;1.03288;0.999301;0.96546;0.931588;0.897605;0.863739;0.82991;0.796345;0.762962;0.729985;0.697332;0.665217;0.633559;0.602562;0.572141;0.54249;0.513523;0.485417;0.458087;0.431694;0.406153;0.381608;0.357972;0.335374;0.313728;0.293146;0.273544;0.255016;0.237483;0.221023;0.205561;0.191161;0.177753;0.165389;0.154004;0.14364;0.134241;0.125838;0.118382;0.111898;0.106347;0.101746;0.0980652;0.0953167;0.0934829;0.0925689;
0.141094;0.141094;0.142268;0.144612;0.148137;0.152827;0.158705;0.165745;0.173979;0.183372;0.193963;0.205706;0.21865;0.232734;0.248015;0.26442;0.282009;0.300695;0.320545;0.341455;0.363494;0.386544;0.410676;0.435757;0.461857;0.488827;0.516739;0.545428;0.574965;0.605173;0.63612;0.667617;0.699732;0.732264;0.765281;0.798573;0.832208;0.865971;0.899929;0.933863;0.967842;1.00165;1.03535;1.06873;1.10186;1.13454;1.16683;1.19854;1.22973;1.26023;1.2901;1.31918;1.34755;1.37503;1.40173;1.42748;1.45239;1.47631;1.49934;1.52137;1.54249;1.56259;1.58178;1.59997;1.61724;1.63355;1.64896;1.66344;1.67707;1.68981;1.70174;1.71283;1.72316;1.73271;1.74156;1.74969;1.75716;1.76397;1.77018;1.77579;1.78084;1.78535;1.78934;1.79283;1.79584;1.79839;1.8005;1.80216;1.8034;1.80423;1.80464;1.80464;1.80423;1.8034;1.80216;1.8005;1.79839;1.79584;1.79283;1.78934;1.78535;1.78084;1.77579;1.77018;1.76397;1.75716;1.74969;1.74156;1.73271;1.72316;1.71283;1.70174;1.68981;1.67707;1.66344;1.64896;1.63355;1.61724;1.59996;1.58178;1.56259;1.54248;1.52137;1.49934;1.4763;1.45238;1.42747;1.40171;1.37501;1.34752;1.31915;1.29007;1.26019;1.22968;1.19847;1.16676;1.13445;1.10176;1.0686;1.0352;1.00146;0.967624;0.933603;0.89962;0.865605;0.831776;0.798062;0.76468;0.731558;0.698904;0.666649;0.634991;0.603857;0.573436;0.543654;0.514687;0.486458;0.459128;0.432619;0.407077;0.382424;0.358788;0.336091;0.314445;0.293772;0.27417;0.255561;0.238027;0.221495;0.206033;0.191569;0.178161;0.165742;0.154358;0.143948;0.134549;0.126109;0.118653;0.112141;0.106589;0.101967;0.0982871;0.0955265;0.0936927;0.0927746;
0.141384;0.141384;0.142558;0.144912;0.148436;0.153146;0.159024;0.166093;0.174326;0.183757;0.194348;0.20614;0.219083;0.233225;0.248506;0.264977;0.282566;0.301329;0.321178;0.342173;0.364212;0.387356;0.411488;0.436671;0.462771;0.48985;0.517762;0.546568;0.576105;0.606435;0.637383;0.669007;0.701123;0.733786;0.766804;0.800231;0.833866;0.867766;0.901723;0.935795;0.969775;1.00372;1.03742;1.07094;1.10407;1.13688;1.16917;1.201;1.2322;1.26282;1.29269;1.32189;1.35025;1.37785;1.40455;1.43041;1.45531;1.47933;1.50237;1.52449;1.5456;1.56579;1.58497;1.60323;1.62051;1.63688;1.6523;1.66684;1.68046;1.69325;1.70518;1.71632;1.72665;1.73624;1.74509;1.75325;1.76072;1.76756;1.77377;1.7794;1.78446;1.78898;1.79297;1.79647;1.79949;1.80205;1.80415;1.80582;1.80707;1.80789;1.8083;1.8083;1.80789;1.80707;1.80582;1.80415;1.80205;1.79949;1.79647;1.79297;1.78898;1.78446;1.7794;1.77377;1.76756;1.76072;1.75325;1.74509;1.73624;1.72665;1.71632;1.70518;1.69325;1.68046;1.66684;1.6523;1.63688;1.62051;1.60323;1.58497;1.56578;1.5456;1.52448;1.50236;1.47933;1.4553;1.4304;1.40453;1.37783;1.35023;1.32186;1.29266;1.26278;1.23215;1.20094;1.16909;1.13679;1.10396;1.07081;1.03727;1.00353;0.969555;0.935535;0.901414;0.867399;0.833432;0.799719;0.766201;0.733079;0.700293;0.668037;0.636251;0.605117;0.574573;0.544791;0.515706;0.487476;0.460036;0.433527;0.407882;0.383228;0.359496;0.336799;0.315065;0.294392;0.27471;0.256101;0.238496;0.221964;0.206439;0.191975;0.178512;0.166094;0.154663;0.144253;0.134816;0.126375;0.118889;0.112377;0.106803;0.102181;0.0984858;0.0957252;0.0938839;0.0929658;
0.141644;0.141644;0.142822;0.145176;0.148713;0.153423;0.159322;0.166391;0.174655;0.184086;0.194715;0.206507;0.219497;0.233639;0.248976;0.265447;0.2831;0.301863;0.321784;0.342779;0.364898;0.388043;0.412263;0.437445;0.46364;0.49072;0.518733;0.547539;0.577184;0.607514;0.638574;0.670199;0.702431;0.735094;0.768232;0.801659;0.835417;0.869316;0.903398;0.937469;0.971572;1.00552;1.03934;1.07286;1.10611;1.13892;1.17133;1.20316;1.23447;1.26509;1.29507;1.32427;1.35274;1.38034;1.40713;1.43299;1.45798;1.48201;1.50512;1.52724;1.54843;1.56862;1.58788;1.60614;1.62348;1.63985;1.65532;1.66986;1.68354;1.69633;1.7083;1.71944;1.7298;1.7394;1.74827;1.75643;1.76393;1.77077;1.77701;1.78264;1.78771;1.79223;1.79624;1.79974;1.80277;1.80533;1.80744;1.80911;1.81036;1.81119;1.8116;1.8116;1.81119;1.81036;1.80911;1.80744;1.80533;1.80277;1.79974;1.79624;1.79223;1.78771;1.78264;1.77701;1.77077;1.76393;1.75643;1.74827;1.7394;1.7298;1.71943;1.7083;1.69633;1.68354;1.66986;1.65532;1.63985;1.62347;1.60613;1.58787;1.56862;1.54843;1.52724;1.50512;1.482;1.45797;1.43298;1.40711;1.38032;1.35271;1.32424;1.29504;1.26505;1.23442;1.2031;1.17125;1.13883;1.106;1.07273;1.03919;1.00533;0.971353;0.937208;0.903087;0.868948;0.834982;0.801146;0.767628;0.734385;0.7016;0.669226;0.63744;0.606193;0.575649;0.545758;0.516673;0.488341;0.4609;0.434295;0.40865;0.383906;0.360175;0.337394;0.315661;0.294912;0.27523;0.256553;0.238949;0.222356;0.206831;0.192315;0.178852;0.166388;0.154956;0.144509;0.135072;0.1266;0.119115;0.112578;0.107004;0.102366;0.0986702;0.0958995;0.0940582;0.0931368;
0.141869;0.141869;0.143048;0.145409;0.148946;0.153671;0.15957;0.166661;0.174925;0.184386;0.195016;0.206844;0.219835;0.234021;0.249358;0.265881;0.283534;0.302356;0.322277;0.343338;0.365458;0.388675;0.412895;0.438156;0.464351;0.491516;0.51953;0.548426;0.578071;0.608497;0.639557;0.671281;0.703513;0.73628;0.769417;0.802949;0.836707;0.870713;0.904795;0.938974;0.973077;1.00713;1.04095;1.07457;1.10783;1.14074;1.17315;1.20508;1.23639;1.26711;1.29709;1.32638;1.35485;1.38253;1.40932;1.43527;1.46026;1.48436;1.50747;1.52966;1.55085;1.57111;1.59036;1.60868;1.62602;1.64244;1.65791;1.6725;1.68618;1.69901;1.71098;1.72215;1.73252;1.74214;1.75102;1.75921;1.76671;1.77357;1.7798;1.78545;1.79052;1.79506;1.79907;1.80258;1.80561;1.80817;1.81029;1.81196;1.81321;1.81404;1.81445;1.81445;1.81404;1.81321;1.81196;1.81029;1.80817;1.80561;1.80258;1.79907;1.79506;1.79052;1.78545;1.7798;1.77357;1.76671;1.75921;1.75102;1.74214;1.73252;1.72215;1.71098;1.69901;1.68618;1.6725;1.65791;1.64244;1.62602;1.60868;1.59036;1.5711;1.55085;1.52966;1.50747;1.48435;1.46025;1.43525;1.40931;1.38251;1.35482;1.32635;1.29706;1.26706;1.23634;1.20502;1.17307;1.14065;1.10772;1.07444;1.0408;1.00694;0.972857;0.938712;0.904484;0.870345;0.836272;0.802436;0.768812;0.735569;0.702681;0.670307;0.638421;0.607173;0.576533;0.546643;0.517467;0.489134;0.461607;0.435002;0.409276;0.384532;0.360726;0.337945;0.316143;0.295395;0.275651;0.256974;0.239314;0.222721;0.207147;0.192631;0.179125;0.166661;0.155194;0.144747;0.135279;0.126808;0.119298;0.112762;0.107171;0.102532;0.0988248;0.0960541;0.094207;0.0932856;
